kda,win
1.08333,0
12,1
1.2,0
6,1
2,0
4,1
1.66667,0
1.66667,0
4.5,1
1.125,0
4.25,1
0.8,0
8,1
1.88889,0
3.71429,1
1.5,0
4.25,1
10.5,1
1.33333,0
1.90909,0
5.25,1
2.75,0
3,1
13,1
0.333333,0
3,0
14.3333,1
2.33333,0
5.33333,1
2.6,0
5.5,1
1,0
2.5,1
6.75,0
2.625,1
13,1
0.666667,0
2.66667,0
12,1
1.64286,1
6,0
3.25,1
2.75,0
2,0
5.2,1
1.33333,0
9,1
0.916667,0
11.3333,1
13,1
0,0
5,1
3,0
0.8,0
13,1
1.7,0
4.5,1
1.88889,0
1,1
1,0
24,1
1.66667,0
6.33333,1
1,0
4.8,1
1.16667,0
5,1
1.4,1
4.5,0
1.85714,1
2.75,0
1.33333,0
2.5,1
5.33333,1
0.875,0
1.42857,0
3.22222,1
2,1
1,0
2.28571,0
2.41667,1
1.25,0
7.33333,1
2.2,0
5.66667,1
3,0
5.33333,1
6.66667,1
2,0
1.8,0
5.66667,1
2.44444,1
2.75,0
5,1
1.8,0
2.33333,0
9,1
4.5,1
3.16667,0
0.25,0
14,1
3.85714,1
4.6,0
3,1
1,0
2.375,0
2.8,1
24,1
0.833333,0
2.875,1
1.5,0
3.2,0
1.57143,1
1,0
6.75,1
6.5,1
0.428571,0
12,1
1.25,0
1.41667,0
6,1
5.33333,1
5,0
3.42857,1
2.66667,0
0.888889,0
3.66667,1
3.25,1
1.88889,0
1.57143,1
2.27273,0
1.8,0
2.75,1
1.71429,0
0.727273,1
4,0
6.4,1
3.5,1
0.4,0
1.66667,0
8,1
13,1
1.33333,0
0.333333,0
12,1
3.28571,1
2.71429,0
1.66667,0
3.75,1
2.5,0
5,1
0.4,0
13,1
2.375,0
2.625,1
2.2,1
1.85714,0
1.66667,0
7.66667,1
4.5,1
0.4,0
1.25,0
4,1
2.33333,1
5.5,0
2.5,1
0.909091,0
6,0
2,1
1.8,0
4.5,1
3.27273,0
2,1
3,0
4,1
2,1
2.28571,0
5,0
3.83333,1
1,0
6.33333,1
3.375,1
2.42857,0
2.8,0
2.1,1
1.25,0
11,1
3.14286,0
3.375,1
3,0
3.66667,1
2.375,1
1.2,0
1.83333,0
4.66667,1
0.818182,0
24,1
1.66667,0
15,1
5.6,1
4,0
3.42857,0
2.6,1
9.33333,1
0.9,0
1.2,0
3.125,1
13,1
0,0
6,1
1.16667,0
2.83333,1
6,0
12,1
0.285714,0
2.2,1
2.6,0
8.5,1
1.125,0
14,1
1.6,0
10.5,1
1.85714,0
5,1
1.75,0
8,1
0.5,0
10,1
3,0
1.875,0
2.66667,1
0.363636,0
3.6,1
13,1
1.71429,0
8.33333,1
1.22222,0
3.25,1
1.6,0
1.25,0
10.5,1
18,1
0.571429,0
24,1
0.666667,0
7,1
0.6,0
3.5,1
0.764706,0
2,0
3.71429,1
4.5,1
2.375,0
3,0
2.25,1
1.6,0
4.75,1
2.14286,1
1.625,0
1.25,0
6.75,1
0.5,0
12,1
1.36364,0
0.727273,1
14,1
1.33333,0
8.33333,1
1,0
4.85714,1
1.81818,0
0.692308,0
17,1
2.18182,0
4.5,1
3,0
2.44444,1
2.8,0
4.25,1
2.16667,0
2.28571,1
0.4,0
14,1
9,1
0.666667,0
0.5,0
2.42857,1
5.25,1
1,0
2.5,0
4.66667,1
2.4,0
2,1
1.85714,1
2.4,0
1.2,0
6.5,1
8.33333,1
1.6,0
3,0
4.4,1
6.66667,1
1,0
2.83333,1
0.3,0
11.3333,1
2.125,0
6.33333,1
1.11111,0
1.41667,0
2.66667,1
1.875,0
3.2,1
4,1
1.22222,0
22,1
1.125,0
0.875,0
4,1
4.5,1
1.5,0
1.75,0
18,1
1.28571,0
3.5,1
0,0
6.66667,1
5,1
1,0
20,1
0.444444,0
6.75,1
0.733333,0
1.56522,1
3.44444,0
1.33333,0
4.33333,1
2.5,0
4.5,1
0.777778,1
3,0
2,0
2.5,1
1.44444,1
0.818182,0
7,1
2,0
1.125,0
6.33333,1
1.2,0
6,1
5.66667,1
1,0
0.5,0
8.5,1
3,1
2.75,0
2.6,0
6,1
2.42857,0
3,1
4.33333,1
1.16667,0
1.14286,0
6.66667,1
6,1
1.25,0
0.714286,0
4.33333,1
1.875,0
2.83333,1
6,1
2.33333,0
4,1
0.5,0
4.66667,1
1.16667,0
1.33333,0
3,1
2,0
9,1
1.6,0
5,1
1.16667,0
21,1
5,0
5.5,1
2.25,1
0.625,0
0.8,0
8,1
1.14286,0
17,1
22,1
0.846154,0
2.5,1
1,0
1,0
3.14286,1
1.125,0
4,1
2.33333,0
2.4,1
0.571429,0
5.66667,1
2,0
4,1
5.2,1
2,0
2.85714,1
1.85714,0
2,1
5,0
1.8,1
0.833333,0
1.6,0
3.25,1
1.75,1
4.5,0
14,1
1.4,0
23,1
0.272727,0
5.33333,1
1.125,0
6.66667,1
0.5,0
7,1
0,0
6,1
1,0
2.16667,0
4.5,1
1.25,0
29,1
1.4,0
3,1
2,0
1.5,1
0.8,0
4.33333,1
8.5,0
2.4,1
2.71429,0
3,1
1.71429,1
2.18182,0
8,1
4.33333,0
1.625,1
1.2,0
5,1
4.5,0
5,1
1.125,0
9.5,1
1.28571,0
4.6,1
1.33333,0
1.2,1
3.25,0
6.66667,1
3,0
10,1
0.875,0
0.5,0
20,1
0.444444,0
8.5,1
2,0
14.5,1
17,1
0.333333,0
3.42857,0
4.75,1
8.5,1
0,0
5,1
1.7,0
2.8,1
1.6,0
0.6,0
7,1
1.66667,0
12,1
0.375,0
8,1
1.33333,0
3.5,1
1.28571,0
2.33333,1
0.8,0
2,1
3.5,0
1.33333,1
8,1
0.285714,0
1.7,0
2.57143,1
2.14286,0
7,1
5.2,1
0.888889,0
0.857143,0
4,1
4.25,1
1.3,0
1.88889,1
2.1,0
1.75,0
16,1
1.85714,0
2.4,1
0.125,0
20,1
1.8,0
6.66667,1
3.8,1
3.2,0
2.5,1
3.66667,0
2.41667,0
4.14286,1
3.6,1
2.66667,0
1.85714,1
3,0
2.5,1
3,0
1,0
11,1
1.09091,0
5.66667,1
1,1
0.8,0
3.4,1
2.25,0
8.5,1
2.14286,0
0.444444,0
21,1
1,0
7,1
0.9,0
6,1
3.16667,1
1.2,0
1.9,1
1.75,0
2.66667,0
2.4,1
1.33333,1
2.83333,0
1,0
9.33333,1
7,1
1,0
3,1
2.16667,0
0,0
8,1
2.91667,1
1.66667,0
0.571429,0
14,1
0.25,0
8,1
3,1
0.142857,0
3.83333,1
2.4,0
6,1
1.77778,0
1.16667,0
4.33333,1
1.5,1
1.55556,0
1.4,0
11,1
5.33333,1
2.5,0
0.833333,0
12.5,1
5.6,1
1.22222,0
3.2,0
4.8,1
1,0
5,1
1,0
10,1
2.83333,0
15,1
3,1
2.75,0
0.5625,0
5.75,1
3,1
1.5,0
12.5,1
1.09091,0
8.66667,1
1.71429,0
8,1
1.1,0
1.2,1
0.75,0
0.8,0
5.25,1
2.6,0
11,1
2.5,0
4,1
3.11111,1
1.58333,0
2.5,1
2.71429,0
0.666667,0
6,1
3.5,0
2,1
5.25,1
1,0
5,0
1.41667,1
2.2,1
3.4,0
1.16667,0
16,1
7.5,1
1.4,0
1.2,0
5.66667,1
2.875,1
3.85714,0
7.5,1
1,0
4.28571,1
1.16667,0
15,1
0.0909091,0
2.75,0
6.75,1
9,1
1,0
1.6,0
22,1
5.5,1
1.88889,0
9,1
0.25,0
1,1
1.66667,0
0.6,0
16,1
4.75,1
1.5,0
0.777778,0
9.5,1
4,1
0.909091,0
1.625,0
5,1
0.8,0
19,1
2.1,0
18,1
1.75,0
3.4,1
1.66667,0
6,1
0.461538,0
3.71429,1
4.125,1
3,0
26,1
0.666667,0
1.5,0
4.4,1
1.14286,0
5,1
1.07692,0
3.66667,1
1.75,0
5.5,1
0.5,0
4.5,1
5.75,1
0.857143,0
1.16667,0
3,1
3.5,0
15,1
0.875,0
3.75,1
2.28571,0
2.5,1
1.75,0
4,1
2.625,1
3.33333,0
0.777778,0
13,1
3.16667,0
4,1
3.4,1
1,0
2.66667,0
4,1
1.4,0
22,1
13,1
0.8,0
1.41667,0
7.75,1
0.714286,0
8.5,1
1.28571,0
3.33333,1
13.5,1
1,0
7,1
1.5,0
3.66667,1
1.42857,0
1.77778,0
1.66667,1
3.6,1
0.4,0
10,1
1.71429,0
2.6,1
2.28571,0
12,1
1.5,0
2.8,0
6.25,1
3.33333,1
1.5,0
2.16667,0
9,1
3.57143,1
1.88889,0
1.8,0
4.66667,1
3.125,1
1.83333,0
2.85714,1
1.09091,0
20,1
0.444444,0
11.6667,1
1.36364,0
2.83333,0
1.125,1
5,1
0.833333,0
16,0
5.33333,1
0.833333,0
4.6,1
1,0
5.33333,1
1.85714,0
5,1
4.5,0
2.4,1
6.66667,1
0.285714,0
6.28571,1
2.3125,0
3.16667,1
1.5,0
3.33333,1
2.66667,0
1.75,0
3.14286,1
2.5,1
0.625,0
1.33333,0
7.33333,1
3.5,1
1.14286,0
9,1
0.857143,0
2,0
3.33333,1
1.42857,0
0.8,1
10,1
1.66667,0
3.11111,1
0.923077,0
1.71429,0
1.5,1
5.5,1
3.25,0
4.6,1
1,0
1.8,0
4.14286,1
0.428571,0
18,1
0.5,0
11,1
3.5,1
0.714286,0
6,1
0.333333,0
2.88889,1
1.81818,0
1,0
4.25,1
19,1
4,0
8.5,1
1.75,0
1.75,0
6,1
4.6,1
0.166667,0
4,1
3,0
3,1
2.8,0
4,1
1.6,0
6,0
3.5,1
1.4,0
8.5,1
5,1
0.5,0
3,0
15,1
2.4,1
4,0
1.14286,0
27,1
2.66667,0
1.375,1
4,1
3,0
7.5,1
1,0
2,0
15,1
12,1
1,0
1.5,0
25,1
3.6,1
2.75,0
7,1
2.5,0
1.57143,0
7,1
3,0
2.25,1
0.666667,0
17,1
35,1
0.875,0
9.5,0
1,1
3.8,1
2,0
1.2,0
19,1
3,1
3.5,0
3.5,0
2.14286,1
2.14286,0
4,1
2.83333,1
2,0
1.5,0
9.5,1
2.5,0
6,1
0.8,0
7.66667,1
5,0
3.2,1
1.66667,0
5.75,1
12.5,1
1.33333,0
0.4,0
16,1
23,1
1.33333,0
2.42857,1
2.125,0
1.77778,1
2.2,0
5.6,1
1.3,0
2.22222,0
6.33333,1
1,0
4,1
5.6,1
1.77778,0
2.8,0
7.66667,1
1.5,1
1,0
3.83333,1
1.875,0
7.33333,1
1.875,0
1.5,1
1,0
2.3,0
3.57143,1
5.66667,1
4.5,0
2.14286,0
3.375,1
1.33333,0
5,1
1.2,0
11,1
5.75,1
0.307692,0
1,0
19,1
1,0
6.5,1
1,0
11,1
5.5,1
2.33333,0
5.33333,0
4,1
1.5,0
2.66667,1
2.6,0
3.2,1
0.428571,0
20,1
1.16667,0
3.25,1
1,0
19,1
2.25,0
7,1
3.83333,1
1.28571,0
2.5,0
2.66667,1
6.33333,1
1.14286,0
19,1
0.714286,0
9,1
0.5,0
2.28571,0
4.66667,1
4,1
3.16667,0
1.85714,0
4.4,1
3.25,0
2.125,1
2.25,0
2.25,1
12.5,1
1.55556,0
1.1,0
4.33333,1
7,1
0.777778,0
1.66667,0
1.72727,1
17,1
1.5,0
3.2,0
3,1
1,1
3.5,0
5,1
2,0
0.5,0
7,1
2.28571,0
4,1
15,1
1.14286,0
5.5,1
1.4,0
0.777778,1
2.1,0
5.33333,1
3.66667,0
0.5,0
18,1
0.9,0
2,1
4,0
7,1
1.1,0
9.5,1
0.5,0
7,1
3.25,1
1.72727,0
8.33333,1
1.33333,0
4.75,1
0.666667,0
8,1
2.33333,0
4.75,1
1.125,0
3.5,1
0.818182,0
1.75,0
3.83333,1
2.33333,0
3.66667,1
3.11111,1
1.91667,0
6.5,1
2,0
1.7,0
4,1
1.57143,0
4.5,1
8.33333,1
1.55556,0
4.75,1
1.5,0
5.5,1
0.428571,0
1.6,0
7,1
1.88889,0
4.5,1
5.25,0
1.66667,1
4.75,1
2.33333,0
3.8,1
1.66667,0
7,1
0.5,0
2,0
3,1
2.44444,1
1.75,0
5.5,1
1.33333,0
2,0
4,1
2.125,0
2,1
4.75,0
6.66667,1
3,0
6.5,1
2,0
3.11111,1
3.83333,0
2.83333,1
1.90909,1
2.28571,0
2.33333,0
6,1
0.875,0
11,1
9,1
2.5,0
1.5,0
5.5,1
1.88889,0
3,1
2.83333,1
1.42857,0
2,0
3.14286,1
0.25,0
4,1
2,0
12,1
5,1
2.33333,0
6,1
2.57143,0
1.875,0
16.5,1
1.42857,0
8,1
18,1
1.5,0
0.5,0
12,1
2.66667,1
1.3,0
3.33333,1
1.5,0
2.375,0
2.75,1
15,1
4,0
3.25,1
1.375,0
1.85714,0
8,1
15,1
2.2,0
1.63636,0
5.16667,1
2.2,0
2.75,1
0.875,0
5,1
2.8,0
3.4,1
0.333333,0
18,1
4.5,1
0.583333,0
4.5,1
1.33333,0
1.33333,0
20,1
2,0
16,1
1.5,1
4.33333,0
0.7,0
27,1
7,1
1.6,0
6,1
1.5,0
1.57143,0
14,1
17,1
1.75,0
3.5,1
0.5,0
0.5,0
4.66667,1
23,1
0.333333,0
1.625,0
4,1
2,0
4,1
7,1
0.555556,0
1.16667,0
16,1
3,0
5.66667,1
0.857143,0
14,1
0.875,0
4.33333,1
0.285714,0
10,1
2.5,0
1.90909,1
0.75,0
13,1
1.2,1
12,0
1.7,1
2.8,0
1.28571,0
18,1
3.16667,1
0.625,0
3.25,1
2.57143,0
3.66667,1
0.714286,0
3.16667,0
2,1
6.33333,1
2.5,0
5,1
0.4,0
1,0
2.66667,1
7,1
1.33333,0
1.4,0
7.33333,1
3.4,1
1,0
1.44444,0
3.28571,1
0.8125,0
5,1
10,1
2,0
1.09091,0
4.2,1
2.25,1
1.22222,0
4.57143,1
1.77778,0
2.11111,1
2.57143,0
0.333333,0
8,1
5.25,1
3.6,0
5.2,1
1.22222,0
2.6,0
6.5,1
4.75,1
1.125,0
0.625,0
8,1
0.142857,0
1,1
1.33333,0
18,1
1,0
13,1
6,0
1.5,1
0.666667,0
7,1
7.5,1
1.5,0
4.4,1
3.125,0
5,1
1.25,0
11,1
0.4,0
1.75,0
14,1
8.5,1
1.25,0
2.8,1
2.875,0
0.125,0
9,1
5,1
3.5,0
2.16667,0
4.8,1
3.71429,1
1.9,0
2.25,1
0.666667,0
1,0
10,1
4,1
1.75,0
2.625,0
4.66667,1
2.625,1
1.33333,0
3.14286,0
4.66667,1
3.33333,1
1,0
2.875,0
2,1
0.5,0
10,1
2.83333,1
1.7,0
5.25,0
2.625,1
12,1
0.75,0
1.57143,0
4,1
2,1
2,0
1.5,0
6,1
4,1
1.5,0
2,0
1.8,1
2.16667,0
5.25,1
2.375,0
11.3333,1
1.8,1
2.625,0
1.4,0
2.55556,1
6.6,1
1.7,0
0.625,0
14,1
1.33333,0
18,1
4,1
2,0
3.66667,0
3.33333,1
1.625,0
3.75,1
0.9,0
8.66667,1
9,1
2.5,0
13.5,1
1,0
17,1
0.285714,0
7.5,1
1.75,0
2.28571,0
5.4,1
1.25,0
3.5,1
1.375,0
8.66667,1
14,1
1.14286,0
5.25,1
1.5,0
1,0
5.66667,1
3.33333,1
1,0
2.33333,1
1,0
1.18182,0
5.2,1
2.25,0
5.75,1
12,1
4,0
5,0
1.8,1
7.5,1
3,0
2,1
1,0
4.2,1
1.75,0
2.6,1
3,0
0.428571,0
3.33333,1
3.5,0
1.44444,1
3.57143,0
1.38462,1
0.8,0
6.5,1
3.25,1
0.777778,0
5.25,1
2.6,0
0.666667,0
6.5,1
3.33333,1
0.25,0
3.2,1
3.75,0
1.25,0
3,1
3.875,0
1.7,1
14,1
1.66667,0
1,0
13,1
1.81818,0
5,1
7,1
3.75,0
0.25,0
4.5,1
0.636364,0
5.5,1
2.5,1
2.66667,0
1.4,1
7,0
4,1
1,0
2.5,1
1,0
5,1
0.5,0
2,0
9.33333,1
24,1
1.66667,0
3.16667,0
3.83333,1
4,1
2,0
3.4,0
1.44444,1
1.83333,0
1.8,1
0.6,0
8,1
3.8,1
3,0
19,0
6.5,1
0.818182,0
10.6667,1
3.71429,1
1.2,0
8.5,1
2.8,0
2.28571,0
1.77778,1
18,1
1.66667,0
0.75,1
2.8,0
6.33333,1
2.83333,0
12,1
0.5,0
2.5,1
3.16667,0
2.5,0
2.41667,1
3.33333,0
2.6,1
3.8,1
1.8,0
6.6,1
1.63636,0
8,1
5.5,0
6.66667,1
1.6,0
7,1
1.625,0
8.33333,1
1.88889,0
12,1
5,0
4.2,0
1.66667,1
3.54545,1
2.90909,0
2.2,1
1.85714,0
11,1
1,0
1.5,0
1.63636,1
2.14286,0
16,1
2.66667,1
3,0
4,1
1.25,0
3.33333,0
4.66667,1
6.33333,1
1.75,0
1.5,0
2,1
5.16667,1
1.66667,0
9.25,1
1.7,0
2.75,0
2.33333,1
1,1
0.6,0
0.5,0
9,1
1.57143,0
5.66667,1
10.3333,1
0.7,0
2.125,0
5.8,1
4.85714,1
1.45455,0
1.3,0
6.33333,1
12,1
0.285714,0
9,1
3.33333,0
8.5,1
1,0
4.75,1
1.28571,0
1.875,0
7.66667,1
1.1,0
6.66667,1
2,0
5,1
7.5,1
1.25,0
3,1
0.142857,0
4.2,0
30,1
1.14286,0
25,1
0.166667,0
12,1
0.8,0
3.66667,1
7.33333,1
1.42857,0
1.54545,0
2.66667,1
7.5,1
3.5,0
1.07692,0
4.4,1
2.25,1
2.8,0
3,1
1,0
5.5,1
1.125,0
6,1
0.428571,0
16.5,1
0.181818,0
4,1
1,0
3.5,1
1.8,0
3.66667,1
1.75,0
2,0
7.33333,1
2.875,0
2.71429,1
7,1
0.5,0
4,0
2.28571,1
7.5,1
1.875,0
1,0
15,1
1.33333,0
14,1
1.83333,1
1.75,0
19,1
1.5,0
0,0
7,1
4.66667,1
2,0
8.33333,1
1.14286,0
0.2,0
16,1
0.714286,0
10.5,1
7,1
1.8,0
2.33333,1
2,0
4,0
7,1
8,0
0.857143,1
2.71429,1
1.5,0
1.2,0
9,1
1.14286,0
11.5,1
0.666667,0
4.25,1
2.33333,1
0.875,0
4.5,1
0.882353,0
3,1
4.33333,0
7,1
1.25,0
6,1
0.5,0
1,0
21,1
0.818182,0
2.625,1
1.85714,0
2.33333,1
0.571429,0
6,1
4.2,0
1.77778,1
6,1
2.5,0
3.28571,1
3.28571,0
1.125,0
4.66667,1
9,1
0.25,0
0,0
10,1
12,1
0.75,0
7,1
1.33333,0
2.875,1
3.28571,0
1,0
6.5,1
23,1
1.6,0
5,1
0.333333,0
26,1
0.857143,0
3.4,1
1.44444,0
1.33333,0
13,1
9.5,1
0.666667,0
2.75,0
2.57143,1
7,1
1,0
1.44444,0
2.14286,1
4.5,1
2.375,0
0.833333,1
5,0
0.2,0
13,1
0.5,0
12,1
2,0
6.5,1
0.888889,0
23,1
2.4,1
2.42857,0
0.666667,0
16,1
0.8,0
16,1
2.66667,1
2.11111,0
12,1
2.5,0
0.714286,0
21,1
4,1
2,0
1.3,0
7,1
1.42857,0
4.5,1
2.28571,1
4,0
2.2,0
8,1
2.33333,1
3.6,0
1,0
7.5,1
3.4,0
3.66667,1
1.4,0
3,1
0.333333,0
23,1
3.66667,1
4,0
4,1
1,0
1.625,0
4.75,1
2.375,1
2.11111,0
7,1
1.5,0
1.5,0
11,1
3.66667,1
0.875,0
4,1
2.55556,0
2.33333,0
18,1
1,0
15,1
1.2,0
1.8,1
1,0
3.14286,1
8.66667,0
0.9,1
0.333333,0
2.33333,1
3.2,0
3,1
5,1
0.888889,0
0.4,0
5.25,1
0.8,1
1.75,0
7,1
1.85714,0
5.2,1
1.45455,0
11,1
0.5,0
10,0
4.5,1
6,1
0,0
2.4,0
4.33333,1
2.125,0
1.75,1
5.75,1
2,0
4.6,0
1.55556,1
4.5,0
1.28571,1
2,1
1.25,0
3.6,1
1.45455,0
6.75,1
1.22222,0
0.909091,0
9.5,1
19,1
0.666667,0
6,1
2.33333,0
1.85714,0
3.33333,1
6.33333,1
2.66667,0
8.66667,1
1.5,0
1.2,0
7,1
2.2,0
3.25,1
2.33333,1
1.5,0
6.66667,1
2.875,0
3.16667,1
0.866667,0
1.71429,1
2.33333,0
1.5,0
4.8,1
1.3,0
4.6,1
0.666667,0
10,1
1.14286,0
3,1
5.33333,1
4,0
0.727273,0
4.25,1
2.66667,0
14,1
3.66667,1
3.5,0
0.25,0
9,1
1.8,0
3.75,1
2.66667,0
1.6,1
1.55556,0
1.375,1
5.6,1
1.45455,0
1.625,0
8,1
3.16667,1
1.25,0
10,1
0.666667,0
4,1
2.5,0
5.75,1
0.555556,0
8.33333,1
1,0
1.33333,0
1.85714,1
2.45455,1
2.75,0
3.42857,1
2.22222,0
7,1
1.8,0
5.2,1
1.66667,0
5,1
1.25,0
1.75,0
7.5,1
3.5,0
4,1
4.25,0
3.2,1
4.5,1
1.5,0
1.33333,0
2.33333,1
0.5,0
4.66667,1
1.625,0
2.75,1
6.6,1
1.57143,0
5.25,1
2.5,0
1.14286,0
6.33333,1
1.44444,0
4.25,1
1.25,0
2.4,1
9,1
1.5,0
1.22222,0
3.6,1
2,0
8.33333,1
6.75,1
2.5,0
5,0
7,1
7.33333,1
1.77778,0
5.14286,1
2.07692,0
2.66667,0
4.33333,1
12,1
1.375,0
1.46667,0
5.75,1
5,1
1.44444,0
2.5,0
1,1
7,0
5,1
9,1
2,0
3.25,1
0.666667,0
4,1
2,0
5.16667,1
2.375,0
1.15385,0
4.83333,1
13,1
0.5,0
1,0
15,1
2.6,0
4.28571,1
0.6,0
22,1
6,1
2.375,0
0.888889,0
9.5,1
1.875,1
2,0
0.777778,0
2.2,1
1.375,0
4.6,1
11,1
1.83333,0
1.85714,0
2.22222,1
1.2,0
8.66667,1
12,1
1.5,0
2.2,0
4.5,1
2.25,0
3.33333,1
1.72727,0
3.85714,1
3.8,0
2.57143,1
5.5,1
1.6,0
2.11111,1
1.53846,0
3.57143,1
1,0
2.14286,1
1.6,0
7.33333,1
1.25,0
15,1
0.833333,0
1.33333,0
10,1
3.33333,1
1.85714,0
1.27273,0
3.42857,1
13,1
0.8,0
11,1
0.7,0
6,1
2.33333,0
0,0
9,1
12,1
1.83333,0
0.5,0
10,1
1.2,0
6,1
1,0
8,1
2.28571,0
3,1
2.09091,1
1.23077,0
4,1
1.5,0
1.33333,0
3.83333,1
13,1
1.25,0
2.33333,0
4,1
1.44444,1
3.5,0
4.25,1
2.22222,0
0.25,0
7,1
2.5,1
2.5,0
0.166667,0
7,1
2.66667,1
1.33333,0
1,0
5,1
5.33333,1
2.66667,0
4,1
0.666667,0
2.28571,0
2.55556,1
5.8,1
1.33333,0
2.33333,0
5.5,1
8.33333,1
1.6,0
2.5,1
0.454545,0
2.125,1
3.16667,0
2.75,0
3,1
15,1
1,0
2.8,0
2.625,1
4.75,1
0.285714,0
23,1
1.83333,0
9.5,1
0.714286,0
3.4,1
4.6,0
1.33333,0
10,1
0.833333,0
5.5,1
2.85714,0
2.22222,1
2,0
1.57143,1
2.83333,1
2.14286,0
6.5,1
1,0
3.57143,1
0.909091,0
1.15385,0
2.75,1
0.8,0
4.5,1
2,0
8,1
3.4,0
4.28571,1
5.5,0
3.4,1
1.55556,0
2,1
1,0
3.66667,1
0.75,0
7,1
8,1
0.75,0
2.6,1
2.44444,0
6.5,1
1.28571,0
3.2,0
4,1
13,1
0.5,0
3.125,0
5.5,1
6,1
2,0
4.66667,1
0.857143,0
3.75,1
0.6,0
5,1
1.75,0
1.28571,1
7,0
6,1
1.25,0
19,1
0.8,0
2.14286,1
2,0
1.23077,0
35,1
12,1
0.5,0
0.6,0
6,1
4.44444,1
2.58333,0
29,1
1.1,0
1.8,1
1.4,0
11,1
1.66667,0
1.14286,0
5,1
1.75,0
13,1
2.1,0
3,1
1.4,0
3,1
2.14286,1
3.6,0
1.4,0
5.25,1
1,0
10,1
2.16667,1
2.83333,0
4.33333,1
2.5,0
0.875,0
13,1
2.14286,1
4.66667,0
1.66667,0
10,1
5.5,1
0.777778,0
1.83333,0
5,1
8.5,1
0.833333,0
3.71429,1
2.2,0
0.8,0
5,1
5.5,1
0.714286,0
0.545455,0
4,1
0.777778,0
4.4,1
4.8,1
1.5,0
6,1
1,0
2,0
2.5,1
2,0
6,1
2.42857,0
4.75,1
7,1
1,0
2.7,1
1.5,0
5.66667,1
2.09091,0
2.33333,0
5.33333,1
0.857143,0
7,1
3.5,1
0.333333,0
3,1
1.4,0
1.57143,0
10,1
2.75,0
3.5,1
4.5,1
1,0
6.33333,1
1.7,0
3,1
1.1,0
1.8,0
5.33333,1
7.66667,1
1.25,0
2.6,1
0.9,0
3,0
3.66667,1
11,1
2.33333,0
4,1
0.875,0
1.66667,1
1.66667,0
3,1
5.66667,0
0.888889,0
4.4,1
4.4,1
1.66667,0
1.44444,1
2.83333,0
1.8,0
2.33333,1
2.71429,1
1.57143,0
0.5,0
11,1
2.83333,1
2.16667,0
4.25,1
1,0
1.375,0
3.16667,1
3.8,1
4.66667,0
7,0
7.5,1
1.15385,0
2.5,1
0.6,0
15,1
1.25,0
3.71429,1
1.57143,1
1.875,0
8,1
2,0
2.25,0
2.75,1
6,1
0.818182,0
1,0
4,1
3.4,0
7.33333,1
2.71429,1
2.25,0
1.4,0
3.375,1
3.6,1
4.4,0
1.45455,0
9,1
1.25,0
1.25,1
1.63636,0
2.18182,1
2.625,0
3,1
5.5,1
1.33333,0
9.5,1
4,0
0.909091,0
6.33333,1
5,1
2.25,0
2.375,0
2.4,1
10,1
0.6,0
3.66667,1
2.16667,0
0.818182,0
3.22222,1
1.3,0
4.4,1
10,1
1.125,0
1.8,0
2.875,1
2.66667,1
1.71429,0
22,1
0.166667,0
2.375,0
6,1
1.25,0
2,1
0.8,0
8.5,1
12,1
1,0
1.2,0
2.66667,1
4.75,1
3.28571,0
3.75,1
1.71429,0
2.8,0
3.5,1
11,1
1.66667,0
1.8,0
4,1
6.5,1
1.33333,0
6.5,1
3,0
1.7,0
3.85714,1
4.2,1
0.909091,0
3.33333,1
0.8,0
1,0
9,1
0,0
1.5,1
3.66667,1
3.125,0
2.85714,0
2.66667,1
2.1,1
3.125,0
0.647059,0
2.6,1
16,1
1,0
2.42857,0
3.16667,1
1.33333,0
3.6,1
1.6,0
5.5,1
1.18182,0
1.875,1
0.428571,0
6,1
3,0
5,1
1.875,1
3.33333,0
6.5,1
1.66667,0
1.66667,0
5.8,1
3.66667,1
3.6,0
3.25,1
1.33333,0
1.25,0
15,1
0.8,0
8,1
4.33333,1
0.875,0
6,1
1,0
3,1
0.5,0
3.2,0
6.25,1
15,1
0.333333,0
1.375,0
3.75,1
4.2,1
3.5,0
0.75,0
16,1
3,0
6.33333,1
2.33333,0
12,1
1,0
5.83333,1
7.5,1
1.33333,0
4.66667,0
5.5,1
3.625,1
2.25,0
15.5,1
0.785714,0
0.625,0
8.5,1
1.85714,1
2.5,0
2.75,1
2.66667,0
1,0
3.66667,1
9.5,1
1.4,0
1.18182,0
3.25,1
3.33333,1
1.28571,0
6.5,1
0.6,0
1,0
6,1
1.66667,0
3.25,1
6,1
0.375,0
11,1
0.666667,0
0.75,0
2.5,1
1.22222,0
1.85714,1
0.8,0
6.5,1
0.75,0
3,1
2.53846,0
1.57895,1
1,0
9.5,1
2.75,1
1.36364,0
1.66667,0
6.33333,1
3,0
2.16667,1
3.44444,0
1.30769,1
0.181818,0
6,1
0.6,0
4.6,1
1.66667,1
1.2,0
2,1
2,0
1.36364,0
6.4,1
1.5,0
1.36364,1
1.57143,0
2.375,1
5,1
2,0
1.66667,0
27,1
2,0
4,1
3,1
1.1,0
4.25,1
2,0
0.875,0
9,1
0.75,0
5.5,1
5,1
1.4,0
1,0
22,1
1.75,0
3.8,1
24,1
1,0
3,0
2.11111,1
2,0
